사업자등록번호,사업장명,소재지전체주소,영업상태명,폐업일자,처분일자,위반내용,처분내용상세,처분종류명
0001001685,"이씨순두부찌개식당","서울특별시 광진구 중곡동 이태원로 61-20",폐업,2019-04-22,,,,
0001001686,"한씨버거나라","서울특별시 용산구 후암동 동작대로 70-13",영업중,,,,,
0001001687,"한씨낙지볶음원","서울특별시 강북구 우이동 테헤란로 24-16",영업중,,2025-07-19,"시설기준 위반","음식물 쓰레기 처리 위반",과태료
0001001688,"이태원칼국수나라","서울특별시 송파구 잠실동 시청앞로 37-19",영업중,,,,,
0001001689,"순두부찌개나라","서울특별시 영등포구 양평동 양천로 63-11 2층",영업중,,,,,
0001001690,"황금 칼국수","서울특별시 마포구 연남동 시청앞로 49-20",영업중,,,,,
0001001691,"낙지볶음집","서울특별시 은평구 갈현동 시청앞로 120-11 3층",폐업,2023-10-06,2024-03-13,"위생관리기준 위반","유통기한 경과 식품 보관",영업정지15일
0001001692,"조씨보쌈가","서울특별시 금천구 시흥동 우이천로 137-11",영업중,,,,,
0001001693,"삼겹살직영점","서울특별시 구로구 오류동 언주로 84-10 1층",영업중,,2025-11-06,"시설기준 위반","음식물 쓰레기 처리 위반",영업정지3개월
0001001693,"삼겹살직영점","서울특별시 구로구 오류동 언주로 84-10 1층",영업중,,2025-12-27,"영업자 준수사항 위반","원산지 미표시",과태료
0001001693,"삼겹살직영점","서울특별시 구로구 오류동 언주로 84-10 1층",영업중,,2026-04-03,"시설기준 위반","냉장·냉동설비 미작동",영업정지15일
0001001693,"삼겹살직영점","서울특별시 구로구 오류동 언주로 84-10 1층",영업중,,2018-03-16,"시설기준 위반","영업장 내 위생시설 불량",영업정지15일
0001001694,"조씨짬뽕세상","서울특별시 동대문구 전농동 올림픽로 129-6",영업중,,2024-06-15,"영업자 준수사항 위반","종업원 건강진단 미실시",시정명령
0001001694,"조씨짬뽕세상","서울특별시 동대문구 전농동 올림픽로 129-6",영업중,,2021-05-16,"원산지 표시 위반","영업장 내 위생시설 불량",과태료
0001001694,"조씨짬뽕세상","서울특별시 동대문구 전농동 올림픽로 129-6",영업중,,2019-02-18,"시설기준 위반","음식물 쓰레기 처리 위반",시정명령
0001001695,"김씨튀김집","서울특별시 용산구 한남동 마포대로 60-10",영업중,,2025-08-04,"위생관리기준 위반","종업원 건강진단 미실시",경고
0001001696,"정씨부대찌개나라","서울특별시 서대문구 창천동 목동로 193-8",영업중,,,,,
0001001697,"한우왕국","서울특별시 종로구 삼청동 홍대앞길 112-2 3층",영업중,,,,,
0001001698,"윤씨순두부찌개직영점","서울특별시 성동구 왕십리동 아리수로 13-14",영업중,,,,,
0001001699,"짬뽕왕국","서울특별시 성동구 금호동 노량진로 101-1 3층",영업중,,,,,
0001001700,"신사갈치조림명가","서울특별시 마포구 망원동 인수봉로 177-18 4층",영업중,,2025-08-02,"시설기준 위반","조리사 면허 미취득 조리",과태료
0001001701,"조씨한정식집","서울특별시 성동구 성수동 목동로 40-3",영업중,,,,,
0001001702,"보쌈세상","서울특별시 서대문구 북가좌동 종로 4-2",영업중,,2025-09-06,"시설기준 위반","종업원 건강진단 미실시",영업정지15일
0001001703,"할머니 한식","서울특별시 양천구 목동 관악로 95-7",영업중,,,,,
0001001704,"제육볶음574번지가","서울특별시 동대문구 신설동 강남대로 112-9 3층",영업중,,,,,
0001001705,"행복한 순대국밥","서울특별시 서초구 내곡동 우이천로 31-20 2층",영업중,,,,,
0001001706,"한식뷔페본점","서울특별시 서초구 잠원동 한남대로 9-11",영업중,,,,,
0001001707,"해장국코너","서울특별시 성북구 하월곡동 관악로 117-12 2층",영업중,,,,,
0001001708,"신씨족발가","서울특별시 동작구 상도동 아리수로 151-11",영업중,,2026-03-10,"시설기준 위반","종업원 건강진단 미실시",시정명령
0001001708,"신씨족발가","서울특별시 동작구 상도동 아리수로 151-11",영업중,,2024-05-09,"영업자 준수사항 위반","조리사 면허 미취득 조리",영업정지3개월
0001001709,"고향 한식","서울특별시 중랑구 묵동 성내로 92-11",영업중,,2026-04-16,"위생관리기준 위반","유통기한 경과 식품 보관",영업정지1개월
0001001710,"신선한 보쌈","서울특별시 강서구 방화동 우이천로 200-9",영업중,,2023-07-09,"위생관리기준 위반","종업원 건강진단 미실시",경고
0001001711,"할머니 닭갈비","서울특별시 강동구 둔촌동 한남대로 30-14",영업중,,,,,
0001001712,"아구찜38번지직영점","서울특별시 마포구 공덕동 목동로 17-2",영업중,,,,,
0001001713,"갈비391번지세상","서울특별시 영등포구 대림동 을지로 144-2 3층",영업중,,2024-08-19,"위생관리기준 위반","조리사 면허 미취득 조리",시정명령
0001001714,"진짜 삼겹살","서울특별시 강남구 삼성동 보라매로 195-20 2층",영업중,,,,,
0001001715,"장씨라멘식당","서울특별시 강서구 화곡동 을지로 123-5 5층",폐업,2021-11-28,2025-10-23,"가격표시 위반","조리장 청결 불량",시정명령
0001001716,"해장국516번지마당","서울특별시 성북구 하월곡동 서초대로 81-5",영업중,,,,,
0001001717,"된장찌개849번지코너","서울특별시 양천구 목동 동작대로 116-10 4층",영업중,,,,,
0001001718,"홍대곱창코너","서울특별시 강동구 성내동 길동로 152-14",영업중,,2018-05-26,"청결유지 위반","냉장·냉동설비 미작동",경고
0001001719,"전통초밥원","서울특별시 종로구 인의동 오목로 159-7",영업중,,2025-02-22,"원산지 표시 위반","원산지 허위표시",과태료
0001001720,"참순대왕국","서울특별시 노원구 하계동 천호대로 28-14",폐업,2020-06-08,,,,
0001001721,"임씨닭갈비세상","서울특별시 서초구 내곡동 종로 46-18",영업중,,,,,
0001001722,"신사 초밥","서울특별시 양천구 목동 이태원로 69-11",영업중,,,,,
0001001723,"홍대갈비세상","서울특별시 영등포구 양평동 한남대로 105-17",영업중,,,,,
0001001724,"어머니해장국식당","서울특별시 동대문구 휘경동 선유로 36-5",영업중,,2025-03-16,"원산지 표시 위반","식품접촉 기구 위생 불량",시정명령
0001001724,"어머니해장국식당","서울특별시 동대문구 휘경동 선유로 36-5",영업중,,2023-08-17,"영업자 준수사항 위반","식품접촉 기구 위생 불량",과태료
0001001724,"어머니해장국식당","서울특별시 동대문구 휘경동 선유로 36-5",영업중,,2021-12-03,"가격표시 위반","조리장 청결 불량",과태료
0001001725,"파스타954번지세상","서울특별시 은평구 진관동 우이천로 127-3",영업중,,,,,
0001001726,"강씨한식원","서울특별시 종로구 청운동 수유로 128-16",영업중,,2026-04-22,"위생관리기준 위반","식품 보관기준 위반",경고
0001001727,"즐거운 닭갈비","서울특별시 동대문구 이문동 한강대로 144-20",영업중,,2023-07-05,"원산지 표시 위반","식품접촉 기구 위생 불량",과태료
0001001728,"신선한보쌈나라","서울특별시 서대문구 연희동 경의로 87-6 1층",폐업,2024-08-11,,,,
0001001729,"장씨비빔밥세상","서울특별시 강동구 둔촌동 이태원로 5-6",영업중,,,,,
0001001730,"짬뽕700번지집","서울특별시 마포구 합정동 한강대로 41-1 1층",영업중,,,,,
0001001731,"족발642번지본점","서울특별시 중구 청구동 삼양로 46-5 3층",폐업,2023-05-18,,,,
0001001732,"족발세상","서울특별시 도봉구 창동 세종대로 126-9 3층",영업중,,,,,
0001001733,"이씨김치찌개집","서울특별시 마포구 연남동 아리수로 79-15 2층",영업중,,2019-09-20,"시설기준 위반","위생모 미착용",경고
0001001734,"임씨오삼불고기식당","서울특별시 송파구 오금동 용산로 88-9",영업중,,,,,
0001001735,"고등어구이353번지코너","서울특별시 동대문구 신설동 강남대로 109-10",영업중,,,,,
0001001736,"신사된장찌개나라","서울특별시 마포구 성산동 이태원로 163-5",영업중,,2023-08-23,"영업자 준수사항 위반","위생모 미착용",과태료
0001001737,"아구찜866번지관","서울특별시 중랑구 상봉동 영등포로 135-12",영업중,,,,,
0001001738,"한씨부대찌개본점","서울특별시 동대문구 휘경동 통일로 50-11",영업중,,,,,
0001001739,"닭갈비193번지집","서울특별시 서초구 내곡동 양천로 153-20 2층",영업중,,,,,
0001001740,"전통짜장면왕국","서울특별시 도봉구 쌍문동 한남대로 52-19",영업중,,,,,
0001001741,"사장님 된장찌개","서울특별시 도봉구 쌍문동 강남대로 81-11",영업중,,2019-03-07,"원산지 표시 위반","식품 보관기준 위반",과태료
0001001741,"사장님 된장찌개","서울특별시 도봉구 쌍문동 강남대로 81-11",영업중,,2025-11-24,"위생관리기준 위반","영업장 내 위생시설 불량",경고
0001001741,"사장님 된장찌개","서울특별시 도봉구 쌍문동 강남대로 81-11",영업중,,2026-05-12,"영업자 준수사항 위반","조리장 청결 불량",경고
0001001742,"버거세상","서울특별시 중구 청구동 수유로 170-18 5층",폐업,2023-05-14,,,,
0001001743,"오삼불고기마당","서울특별시 마포구 연남동 테헤란로 116-15 4층",영업중,,,,,
0001001744,"어머니한정식직영점","서울특별시 강동구 암사동 시청앞로 62-2",영업중,,,,,
0001001745,"버거696번지본점","서울특별시 종로구 사직동 선유로 54-17",영업중,,2024-07-21,"원산지 표시 위반","조리사 면허 미취득 조리",시정명령
0001001745,"버거696번지본점","서울특별시 종로구 사직동 선유로 54-17",영업중,,2025-09-27,"위생관리기준 위반","조리장 청결 불량",경고
0001001745,"버거696번지본점","서울특별시 종로구 사직동 선유로 54-17",영업중,,2025-12-08,"위생관리기준 위반","조리장 청결 불량",시정명령
0001001746,"고향 짜장면","서울특별시 은평구 진관동 올림픽로 117-17",영업중,,2025-11-22,"시설기준 위반","조리사 면허 미취득 조리",과태료
0001001746,"고향 짜장면","서울특별시 은평구 진관동 올림픽로 117-17",영업중,,2026-03-12,"위생관리기준 위반","냉장·냉동설비 미작동",과태료
0001001747,"할머니비빔밥관","서울특별시 강남구 신사동 올림픽로 126-15",영업중,,2025-07-27,"위생관리기준 위반","조리사 면허 미취득 조리",과태료
0001001748,"한우왕국","서울특별시 서대문구 창천동 영등포로 52-2",영업중,,,,,
0001001749,"이태원갈비탕명가","서울특별시 중랑구 묵동 오목로 165-19 3층",영업중,,,,,
0001001750,"청담 고기구이","서울특별시 구로구 오류동 삼양로 129-13",영업중,,,,,
0001001751,"맛있는 칼국수","서울특별시 종로구 충신동 경인로 153-16",영업중,,,,,
0001001752,"김씨칼국수왕국","서울특별시 양천구 목동 남대문로 140-11",영업중,,2026-05-13,"유통기한 경과 제품 사용","영업장 내 위생시설 불량",시정명령
0001001753,"냉면마당","서울특별시 강북구 인수동 방화대로 61-5",폐업,2021-06-21,,,,
0001001754,"비빔밥510번지코너","서울특별시 중구 을지로 목동로 122-15",영업중,,2024-09-01,"위생관리기준 위반","조리사 면허 미취득 조리",경고
0001001755,"회코너","서울특별시 구로구 오류동 상도로 181-14",영업중,,,,,
0001001756,"비빔밥식당","서울특별시 동작구 신대방동 새창로 154-5",영업중,,,,,
0001001757,"진짜 해장국","서울특별시 중랑구 상봉동 새창로 7-20",영업중,,2026-01-31,"위생관리기준 위반","원산지 허위표시",영업정지2개월
0001001758,"된장찌개634번지식당","서울특별시 양천구 목동 남부순환로 3-4",영업중,,,,,
0001001759,"할머니 설렁탕","서울특별시 강남구 청담동 언주로 87-20",폐업,2023-07-01,2026-01-22,"위생관리기준 위반","조리장 청결 불량",시정명령
0001001760,"장씨된장찌개코너","서울특별시 노원구 중계동 언주로 128-9 5층",영업중,,2018-08-20,"위생관리기준 위반","식품접촉 기구 위생 불량",시정명령
0001001760,"장씨된장찌개코너","서울특별시 노원구 중계동 언주로 128-9 5층",영업중,,2025-09-01,"위생관리기준 위반","식품 보관기준 위반",시정명령
0001001761,"회174번지나라","서울특별시 종로구 청운동 올림픽로 132-20",영업중,,2025-07-05,"원산지 표시 위반","냉장·냉동설비 미작동",시정명령
0001001762,"황태해장국본점","서울특별시 성북구 석관동 양천로 150-2 2층",영업중,,,,,
0001001763,"할머니짬뽕관","서울특별시 금천구 독산동 아리수로 24-1",영업중,,,,,
0001001764,"청담 오삼불고기","서울특별시 서초구 양재동 경의로 65-2",영업중,,2025-05-17,"시설기준 위반","원산지 미표시",과태료
0001001765,"한우501번지전문점","서울특별시 노원구 하계동 마포대로 82-16",영업중,,,,,
0001001766,"신선한 갈비","서울특별시 강서구 발산동 서강대로 171-3 1층",영업중,,2026-01-16,"원산지 표시 위반","원산지 허위표시",경고
